slide_id,patch_idx,s1_prob,s2_tls_pixels,s2_gc_pixels,gt_tls_pixels,gt_gc_pixels,tls_dice,gc_dice,label,label_reason
TCGA-XF-A9T5-01Z-00-DX1,2590,0.8065897822380066,5466,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-XF-A9T5-01Z-00-DX1,2723,0.7355607151985168,28013,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-XF-A9T5-01Z-00-DX1,2724,0.7983618974685669,18387,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-XF-A9T5-01Z-00-DX1,2725,0.8279405832290649,16034,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-GV-A40G-01Z-00-DX1,11658,0.7972105145454407,39213,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-GV-A40G-01Z-00-DX1,11659,0.8505259156227112,39279,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-GV-A40G-01Z-00-DX1,11793,0.5021438598632812,345,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-GV-A40G-01Z-00-DX1,11794,0.9004340171813965,49309,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-GV-A40G-01Z-00-DX1,11795,0.7284989356994629,6533,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A3IS-01Z-00-DX1,11145,0.5767277479171753,30834,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A3IS-01Z-00-DX1,11146,0.6164216995239258,28828,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A3IS-01Z-00-DX1,11147,0.5444073677062988,9489,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A3IS-01Z-00-DX1,11242,0.680882453918457,51920,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A3IS-01Z-00-DX1,11243,0.6490249633789062,17166,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,302,0.9316469430923462,43435,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,303,0.7788894176483154,9822,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,347,0.7709251046180725,4149,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,351,0.8347681164741516,29385,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,352,0.9420197010040283,63625,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,353,0.9377381801605225,35134,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,399,0.8968352675437927,25445,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,400,0.9691247344017029,34452,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,401,0.9722113609313965,63371,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,402,0.829595685005188,1880,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,442,0.8887578845024109,48412,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,443,0.8175441026687622,15411,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,451,0.8980057239532471,32247,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,452,0.803002655506134,17931,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,3285,0.7826868295669556,24829,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,3286,0.8713890314102173,28110,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,10746,0.6296923756599426,46796,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-4Z-AA7Q-01Z-00-DX1,10879,0.5678785443305969,38194,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,10985,0.5020124912261963,1505,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,10986,0.5466302633285522,20189,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,11115,0.659987211227417,27845,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,11116,0.8560414910316467,48549,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,13495,0.7550908923149109,5419,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,13631,0.8664021492004395,44432,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,13632,0.9194858074188232,39957,14646,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,13633,0.8496450185775757,10104,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,13766,0.5743383765220642,6921,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,13767,0.9067165851593018,51552,434,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-DK-A1AF-01Z-00-DX1,13768,0.8391256928443909,6386,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-XF-AAN1-01Z-00-DX1,1299,0.8041794896125793,46950,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-XF-AAN1-01Z-00-DX1,1357,0.5337641835212708,4745,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-XF-AAN1-01Z-00-DX1,6949,0.7107827663421631,32537,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-XF-AAN1-01Z-00-DX1,6950,0.6959084272384644,24059,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,1274,0.7442787289619446,1724,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,2513,0.5200687646865845,11718,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,2514,0.5053374171257019,30424,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,2643,0.5919143557548523,24472,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,2776,0.9134409427642822,10582,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,2777,0.9067444205284119,1770,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,3764,0.5318468809127808,15223,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,3765,0.5013932585716248,1280,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,4195,0.7117021679878235,7774,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,4196,0.5299788117408752,15628,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,8629,0.8959601521492004,57944,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,8630,0.5358548164367676,912,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,8778,0.9682424068450928,16249,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-FD-A3SO-01Z-00-DX1,8779,0.9099602699279785,10890,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,1014,0.8790287375450134,42904,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,1015,0.8801048994064331,42570,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,2131,0.8196629881858826,19107,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,2132,0.9543425440788269,63596,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,2133,0.8441526889801025,22939,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,2241,0.76698237657547,5305,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,3457,0.8108362555503845,8189,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,3458,0.845231294631958,23856,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,3568,0.8169400095939636,17926,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,3569,0.9749864339828491,65092,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,3570,0.9219951629638672,30073,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,3679,0.8680593371391296,27573,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,3680,0.8433283567428589,47436,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,4028,0.6004474759101868,739,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,4137,0.9067681431770325,31647,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,4245,0.5121454000473022,9915,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,4246,0.915605366230011,30095,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,4449,0.7087771892547607,45864,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,4450,0.6828175783157349,24825,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,5087,0.5983147025108337,62627,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,5088,0.6977333426475525,54927,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,5089,0.7328125238418579,61601,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,5205,0.69655442237854,59315,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,5206,0.5629649758338928,17947,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,5311,0.5755102634429932,13568,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9385,0.6081333160400391,19045,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9386,0.8379772305488586,45277,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9487,0.89505535364151,60136,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9488,0.9074612259864807,65536,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9489,0.6170781850814819,24546,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9589,0.8156982064247131,44299,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9590,0.5970230102539062,48685,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,9591,0.507607638835907,9345,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,10444,0.6767462491989136,57005,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,10445,0.7146538496017456,34252,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,10543,0.6885133385658264,64897,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,10544,0.6945969462394714,14119,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4W-01Z-00-DX1,10644,0.535551905632019,9810,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,5947,0.5029886364936829,6102,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6098,0.9902887344360352,65026,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6099,0.9876327514648438,41864,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6100,0.9476646184921265,3634,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6250,0.991424560546875,63794,1742,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6251,0.9915880560874939,55079,9649,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6252,0.9900732040405273,45810,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6401,0.990643322467804,53895,11641,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6402,0.9906219840049744,1523,64013,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6403,0.9895398020744324,43345,4278,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6549,0.9894417524337769,60850,4379,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6550,0.9901048541069031,12731,52805,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6551,0.989141583442688,62273,1002,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6696,0.9819762706756592,62745,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6697,0.983521580696106,63149,2224,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,6698,0.9871151447296143,62835,466,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,8681,0.5544320344924927,60256,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,8682,0.5314385294914246,32388,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10320,0.5425291061401367,25847,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10321,0.8251317739486694,38071,19807,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10322,0.6774710416793823,11502,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10475,0.5524441003799438,53813,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10476,0.9250761270523071,63554,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10477,0.7835059762001038,40896,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10630,0.5152976512908936,30333,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10631,0.7592616081237793,64746,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10632,0.6321777701377869,33367,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10782,0.5836983323097229,56019,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10783,0.8233045339584351,65536,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10784,0.7766887545585632,33389,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10791,0.7595289945602417,50224,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10792,0.8484223484992981,34669,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10937,0.8209943771362305,37248,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10938,0.958807110786438,65536,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10939,0.8632643222808838,11760,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10946,0.747611939907074,64046,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,10947,0.7521332502365112,55158,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11090,0.8216066360473633,12737,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11091,0.9686963558197021,65536,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11092,0.8791372179985046,55324,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11244,0.6332812905311584,325,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11245,0.9586696624755859,57666,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11246,0.9350943565368652,64133,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11247,0.5180010199546814,44906,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11400,0.7292879223823547,8151,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,11401,0.726464033126831,13243,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,17477,0.5318468809127808,16892,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,17609,0.5527587532997131,48189,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,17610,0.5011252760887146,4810,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,17743,0.5850092172622681,41504,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,20899,0.6215875744819641,3704,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9RD-01Z-00-DX1,20900,0.7353035807609558,5834,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-GC-A3RD-01Z-00-DX1,7482,0.6334134936332703,47353,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-GC-A3RD-01Z-00-DX1,7483,0.631269633769989,46386,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4T-01Z-00-DX1,6093,0.5663539171218872,7768,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4T-01Z-00-DX1,6200,0.8742630481719971,52375,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4T-01Z-00-DX1,6306,0.8661044836044312,64444,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4T-01Z-00-DX1,6307,0.7907394170761108,16397,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-AA4T-01Z-00-DX1,6413,0.8121240735054016,46824,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,925,0.5730782151222229,8437,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,926,0.6021273136138916,14963,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,1003,0.702693521976471,23515,32289,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,1004,0.7005593180656433,22903,1554,0,0,0.0000,0.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,2461,0.5722712874412537,18283,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,2462,0.5844103693962097,9706,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,2580,0.7915562987327576,59484,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,2581,0.7405927181243896,28884,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,2700,0.717215895652771,38000,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-ZF-A9R0-01Z-00-DX1,2701,0.6447086334228516,3479,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3168,0.5222475528717041,21134,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3169,0.5380522012710571,60183,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3170,0.5462692379951477,46299,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3271,0.5596500635147095,54708,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3272,0.5692712664604187,40297,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3550,0.6819949150085449,1316,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3797,0.5924870371818542,13145,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3809,0.7174218893051147,33313,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3889,0.6897740960121155,30083,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3890,0.7245469689369202,46832,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,3970,0.6196750402450562,34100,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,6444,0.7062237858772278,10530,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,6539,0.5784415006637573,6186,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,8217,0.5667532682418823,13372,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,8310,0.5426441431045532,10128,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,12719,0.7936071157455444,17894,0,0,0,0.0000,1.0000,0,fp_s2_fired
TCGA-E7-A6MD-01Z-00-DX1,12720,0.9717552065849304,40877,0,0,0,0.0000,1.0000,0,fp_s2_fired
